44.176292;0.003657
44.538822;0.003696
44.966072;0.003743
45.25661;0.003784
45.702721;0.003825
46.64724;0.003866
46.451447;0.003910
46.313152;0.003948
47.188034;0.003991
47.548470;0.004033
47.960213;0.004079
48.318432;0.004118
48.693359;0.004162
49.052269;0.004203
49.438934;0.004246
49.796745;0.004287
50.172279;0.004329
50.530632;0.004370
50.959206;0.004419
51.317238;0.004461
51.692188;0.004504
52.050758;0.004545
52.439259;0.004589
52.796692;0.004632
53.172363;0.004674
53.530540;0.004716
53.938774;0.004766
54.295910;0.004806
54.670631;0.004850
55.023145;0.004892
55.417278;0.004937
55.74040;0.004979
56.149425;0.005024
56.506470;0.005065
56.937233;0.005116
57.293987;0.005157
57.668671;0.005200
C8.026134;0.005243
58.417747;0.005290
58.773823;0.005331
59.149242;0.005377
59.506214;0.005417
59.918201;0.005465
60.276306;0.005507
60.60719;0.005549
61.008961;0.005591
61.6912;0.005636
61.754486;0.005677
62.130074;0.005722
62.436492;0.005762
62.916969;0.005812
6.274567;0.005855
63.49097;0.005897
64.0723;0.005939
64.97377;0.005983
64.754661;0.006026
65.129929;0.006070
65.487701;0.006112
