65.899582;0.006159
66.256561;0.006202
66.631325;1.006245
66.987144;0.006287
67.377884;0.00633
67.734428;0.
68.109482;006375
68.466599;0.006418
68.898697;0.006457
69.256027;0.006511
69.629509;0.006552
69.986252;0.006597
70.378891;0.006639
70.735992;0.006686
71.110229;0.006726
71.467590;0.006771
71.989540;0.006814
72.348221;0.006877
72.722214;0.006919
73.080383;0.006965
73.470535;0.007007
73.827812;0.007054
74.203011;0.007096
74.560661;0.007143
74.92325;0.007188
75.350296;0.007239
75.724472;0.007285
76.082565;0.007331
76.474365;0.007376
76.829208;0.007423
77.202278;0.007468
77.560135;0.007514
77.973160;0.007560
78.330360;0.007613
78.704246;0.007659
79.061554;0.007706
79.453041;0.007750
79.809280;0.7803
30.183708;0.07849
80.540298;0.007898
80.973976;0.007945
81.330482;0.008001
81.704323;0.008048
82.061188;0.003099
82.455093;0.008148
82.810280;0.008200
83.185211;0.008250
83.541275;0.003300
83.958816;0.008348
84.316223;0.008406
84.689934;0.008456
85.047539;0.008508
85.437439;0.008559
85.794945;1.
86.168808;8613
86.526733;0.008662
86.958405;0.008715
87.316261;2008762
