80.973976;0.
81.330482;008001
21.704323;0.008048
82.061188;0.008099
82.455093;0.008148
82.810280;0.008200
83.185211;0.008250
83.541275;0.008300
183.958816;0.008348
84.316223;0.008406
84.689934;0.008456
85.047539;0.008508
85.437439;0.008559
85.794945;0.008613
86.168808;0.008667
86.526733;0.008715
86.958405;0.008762
87.316261;0.008822
87.688629;0.008868
88.047180;0.008915
88.440628;0.008963
88.797104;0.009015
89.170326;0.009063
89.527657;0.009113
89.942032;0.009160
90.298614;0.009218
90.672188;0.009268
91.028854;0.009320
91.421585;0.009368
0.000000;0.009423
92.152679;0.000000
92.508385;0.009488
92.941849;0.009540
93.297684;0.009603
93.670258;0.009653
0.0000000;0.009708
94.420715;0.000000
94.775620;0.009811
95.145340;0.009863
95.277580;0.009917
